id,codigo,name,serie_id/id,active,sequence,cierre_expediente,procedimiento
subserie_44,"01","Derechos de Petición",gestion_documentos.serie_18,1,44,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro. <br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_45,"01","Embargos Judiciales",gestion_documentos.serie_19,1,45,"Terminación embargo","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_46,"01","Encuestas de Servicio",gestion_documentos.serie_20,1,46,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro. <br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_47,"01","Estados Financieros de Propósito General",gestion_documentos.serie_21,1,47,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión los documentos en soporte físico se digitalizan con fines de consulta en el área de Archivo y cumplido el tiempo de retención en el archivo central contados a partir del cierre del expediente, la agrupación documental adquiere valores permanentes debido a que su información se preparan al cierre de un período para ser conocidos por usuarios indeterminados, con el ánimo principal de satisfacer el interés común del público en evaluar la capacidad de un ente económico para generar flujos favorables de fondos, por lo tanto se procede a la conservación total como fuente de información para la historia,  los documentos en su soporte original físico se transfieren al archivo histórico para formar parte de la memoria institucional de VISE LTDA, se aplican procesos de conservación documental.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos y contables, valorados con el artículo 28 de la Ley 962 de 2005 que define los tiempos de retención, con valor secundario evidencial."
subserie_48,"01","Facturas de Venta",gestion_documentos.serie_22,1,48,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, contables y fiscales, valorados con el artículo 28 de la Ley 962 de 2005, el Artículo 632 del Estatuto Tributario que define los tiempos de retención, no tiene valores secundarios."
subserie_49,"01","Historiales de Aires Acondicionadas",gestion_documentos.serie_23,1,49,"Baja del aire","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_50,"02","Historiales de Armamento",gestion_documentos.serie_23,1,50,"Baja del Armamento","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_51,"03","Historiales de Bomba de Agua",gestion_documentos.serie_23,1,51,"Baja de la bomba","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro. <br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_52,"04","Historiales de Caninos",gestion_documentos.serie_23,1,52,"Baja del Canino","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_53,"05","Historiales de Equipos Autobalanceables",gestion_documentos.serie_23,1,53,"Baja del Equipo","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_54,"06","Historiales de Equipos de Comunicación",gestion_documentos.serie_23,1,54,"Baja del Equipo","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_55,"07","Historiales de Inmuebles",gestion_documentos.serie_23,1,55,"Baja del inmueble","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplidos los tiempos de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, la agrupación documental en su soporte original físico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de picado.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_56,"08","Historiales de Planta Eléctrica",gestion_documentos.serie_23,1,56,"Baja de la planta","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_57,"09","Historiales de Salud Ocupacional",gestion_documentos.serie_23,1,57,"Retiro del empleado","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_58,"10","Historiales de Proveedores",gestion_documentos.serie_23,1,58,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro. <br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_59,"01","Historias Laborales",gestion_documentos.serie_24,1,59,"Liquidación del contrato laboral","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión los documentos en soporte original físico se transfieren al archivo central para ser digitalizados con fines de consulta en el área de Archivo y cumplido el tiempo de retención en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original físico y el digitalizado se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de picado.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores administrativos y legales, con el valorados con el Artículo 9.5.5. del Acuerdo 01 de 2024 del Archivo General de la Nación - AGN, no tiene valores secundarios."
subserie_60,"01","Hojas de Seguridad de Productos Químicos",gestion_documentos.serie_25,1,60,"Actualización de la hoja de seguridad","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro. <br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_61,"01","Incapacidades Médicas",gestion_documentos.serie_26,1,61,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_62,"01","Indicadores de Gestión",gestion_documentos.serie_27,1,62,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_63,"01","Información Exógena Distrital",gestion_documentos.serie_28,1,63,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplidos los tiempos de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, la agrupación documental en su soporte original físico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de picado.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, contables y fiscales, valorados con el artículo 28 de la Ley 962 de 2005, el Artículo 632 del Estatuto Tributario que define los tiempos de retención, no tiene valores secundarios."
subserie_64,"02","Información Exógena Municipal",gestion_documentos.serie_28,1,64,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplidos los tiempos de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, la agrupación documental en su soporte original físico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de picado.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, contables y fiscales, valorados con el artículo 28 de la Ley 962 de 2005, el Artículo 632 del Estatuto Tributario que define los tiempos de retención, no tiene valores secundarios."
subserie_65,"03","Información Exógena Nacional",gestion_documentos.serie_28,1,65,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplidos los tiempos de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, la agrupación documental en su soporte original físico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de picado.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, contables y fiscales, valorados con el artículo 28 de la Ley 962 de 2005, el Artículo 632 del Estatuto Tributario que define los tiempos de retención, no tiene valores secundarios."
subserie_66,"01","Informes A Entes de Control",gestion_documentos.serie_29,1,66,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro. <br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_67,"02","Informes de Accidentes E Incidentes de Trabajo",gestion_documentos.serie_29,1,67,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_68,"03","Informes de Auditorias Internas Sarlaft",gestion_documentos.serie_29,1,68,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro. <br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_69,"04","Informes de Ejercicios de Simulacros",gestion_documentos.serie_29,1,69,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_70,"05","Informes de Fumigación",gestion_documentos.serie_29,1,70,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro. <br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_71,"06","Informes de Monitoreos Emisiones Atmosféricas",gestion_documentos.serie_29,1,71,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_72,"07","Informes de Novedades en Operación",gestion_documentos.serie_29,1,72,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplidos los tiempos de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, la agrupación documental en su soporte original físico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de picado.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_73,"08","Informes de Poligrafías",gestion_documentos.serie_29,1,73,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_74,"09","Informes de Seguimiento Sugerencias Ambientales",gestion_documentos.serie_29,1,74,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplidos los tiempos de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, la agrupación documental en su soporte original físico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de picado.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_75,"10","Informes de Simulacros Ambientales",gestion_documentos.serie_29,1,75,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro. <br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_76,"11","Informes de Sostenibilidad",gestion_documentos.serie_29,1,76,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplidos los tiempos de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, la agrupación documental adquiere valores permanentes debido a que es un documento en el que la empresas comunican sus resultados e impactos en aspectos de sostenibilidad, como los ambientales, sociales y de gobernanza (ESG). Estos informes permiten a las empresas ser más transparentes y brindan a las partes interesadas una mejor comprensión de su desempeño en estos ámbitos. , por lo tanto se procede a la conservación total como fuente de información para la historia,  los documentos en su soporte original electrónico se transfieren al archivo histórico para formar parte de la memoria institucional de VISE LTDA, se aplican procesos de preservación digital a largo plazo.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valor secundario histórico."
subserie_77,"12","Informes de Supervisión",gestion_documentos.serie_29,1,77,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_78,"13","Informes Financieros",gestion_documentos.serie_29,1,78,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_79,"14","Informes de Auditorias del Sistema de Gestión Integral",gestion_documentos.serie_29,1,79,"Cierre de la auditoria","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_80,"15","Informes de Consultas de Confiabilidad Trabajadores",gestion_documentos.serie_29,1,80,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_81,"16","Informes de Evaluación de desempeño",gestion_documentos.serie_29,1,81,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_82,"17","Informes de Investigaciones de Siniestros",gestion_documentos.serie_29,1,82,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_83,"01","Tablas de Retención Documental - Trd",gestion_documentos.serie_30,1,83,"Actualización de las tablas","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplidos los tiempos de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, la agrupación documental adquiere valores permanentes debido a que su información es la agrupación documental en la que se conservan los documentos mediante los cuales se registra la elaboración, actualización y trámite de aprobación de las Tablas de Retención Documental de una entidad., por lo tanto se procede a la conservación total como fuente de información para la historia,  los documentos en su soporte original electrónico se transfieren al archivo histórico para formar parte de la memoria institucional de VISE LTDA, se aplican procesos de preservación digital a largo plazo.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valor secundario evidencial."
subserie_84,"01","Instrumentos de Control Alimentación",gestion_documentos.serie_31,1,84,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_85,"02","Instrumentos de Control Backups",gestion_documentos.serie_31,1,85,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_86,"03","Instrumentos de Control Claves de Acceso",gestion_documentos.serie_31,1,86,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_87,"04","Instrumentos de Control Correspondencia Enviada Externa",gestion_documentos.serie_31,1,87,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_88,"05","Instrumentos de Control Correspondencia Interna",gestion_documentos.serie_31,1,88,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
